Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2019-01-05 14:40:03,"Brust",1h 29min,"Incline Bench Press (Dumbbell)",2,14.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Incline Bench Press (Dumbbell)",3,14.0,9,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Chest Dip",1,0.0,10,0,0,"",,
2019-01-05 14:40:03,"Brust",1h 29min,"Chest Dip",2,0.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Chest Dip",3,5.0,8,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Trizepsdrücken (Kabelzug)",1,12.5,10,0,0,"",,
2019-01-05 14:40:03,"Brust",1h 29min,"Trizepsdrücken (Kabelzug)",2,15.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Trizepsdrücken (Kabelzug)",3,15.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Arnold Press (Dumbbell)",1,9.0,10,0,0,"",,
2019-01-05 14:40:03,"Brust",1h 29min,"Arnold Press (Dumbbell)",2,9.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Arnold Press (Dumbbell)",3,9.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Lateral Raise (Dumbbell)",1,5.0,10,0,0,"",,
2019-01-05 14:40:03,"Brust",1h 29min,"Lateral Raise (Dumbbell)",2,5.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Lateral Raise (Dumbbell)",3,5.0,10,0,0,,,
2019-01-05 14:40:03,"Brust",1h 29min,"Pull Up",1,0.0,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Burpee",1,0,30,0,0,"","",
2019-01-09 14:42:01,"Rücken",1h 5min,"Pull Up (Assisted)",1,5.0,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Pull Up (Assisted)",2,7.5,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Pull Up (Assisted)",3,7.5,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",1,18.0,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",2,18.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",3,18.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",1,35.0,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",2,35.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",3,35.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Machine)",1,17.5,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Machine)",2,17.5,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Machine)",3,17.5,9,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"",,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Dumbbell)",2,9.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Bicep Curl (Dumbbell)",3,9.0,10,0,0,,,
2019-01-09 14:42:01,"Rücken",1h 5min,"Chin Up",1,0.0,6,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Burpee",1,0,15,0,0,"","",
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Pull Up",1,0.0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Pull Up",2,0.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Pull Up",3,0.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Arch",1,0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Arch",2,0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Arch",3,0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Hollow",1,0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Hollow",2,0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Hollow",3,0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Barbell)",1,40.0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Barbell)",2,40.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Barbell)",3,40.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",1,12.0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",2,12.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",3,12.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Push Up",1,0.0,10,0,0,"Weiter Griff",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Push Up",2,0.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Push Up",3,0.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Chest Dip",1,0.0,10,0,0,"",,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Chest Dip",2,0.0,10,0,0,,,
2019-01-14 16:21:57,"Nachmittags-Workout",1h,"Chest Dip",3,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Pull Up",1,0.0,11,0,0,"","",
2019-01-16 16:30:13,"Beine",55min,"Pull Up",2,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Pull Up",3,0.0,9,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Crunch",1,0.0,10,0,0,"",,
2019-01-16 16:30:13,"Beine",55min,"Crunch",2,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Crunch",3,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Crunch (Machine)",1,65.0,10,0,0,"",,
2019-01-16 16:30:13,"Beine",55min,"Crunch (Machine)",2,65.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Crunch (Machine)",3,65.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Push Up",1,0.0,10,0,0,"Diamond-Griff (letzter 10sek halten)",,
2019-01-16 16:30:13,"Beine",55min,"Push Up",2,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Push Up",3,0.0,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Plank",1,0,0,0,60,"",,
2019-01-16 16:30:13,"Beine",55min,"Plank",2,0,0,0,60,,,
2019-01-16 16:30:13,"Beine",55min,"Plank",3,0,0,0,60,,,
2019-01-16 16:30:13,"Beine",55min,"Pull Up (Assisted)",1,7.5,10,0,0,"1. Satz: Wide-Grip\n2./3. Satz: seitlicher Griff",,
2019-01-16 16:30:13,"Beine",55min,"Pull Up (Assisted)",2,7.5,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Pull Up (Assisted)",3,7.5,10,0,0,,,
2019-01-16 16:30:13,"Beine",55min,"Push Up",1,0.0,30,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Burpee",1,0,20,0,0,"","",
2019-01-18 20:43:03,"Brust",1h 2min,"Pull Up",1,0.0,10,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Pull Up",2,0.0,9,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Pull Up",3,0.0,6,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Bench Press (Barbell)",1,50.0,10,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Bench Press (Barbell)",2,50.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Bench Press (Barbell)",3,40.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Incline Bench Press (Dumbbell)",1,14.0,10,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Incline Bench Press (Dumbbell)",2,14.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Incline Bench Press (Dumbbell)",3,14.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Chest Dip",1,0.0,10,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Chest Dip",2,0.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Chest Dip",3,0.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Arnold Press (Dumbbell)",1,8.0,10,0,0,"",,
2019-01-18 20:43:03,"Brust",1h 2min,"Arnold Press (Dumbbell)",2,8.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Arnold Press (Dumbbell)",3,8.0,10,0,0,,,
2019-01-18 20:43:03,"Brust",1h 2min,"Lateral Raise (Dumbbell)",1,5.0,30,0,0,"Superset ab 5kg abwärts",,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Pull Up",1,0.0,10,0,0,"","",
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Pull Up",2,0.0,8,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Pull Up",3,0.0,7,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Barbell)",1,40.0,10,0,0,"",,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Barbell)",2,40.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Barbell)",3,40.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",1,14.0,10,0,0,"",,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",2,14.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Bench Press (Dumbbell)",3,14.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Trizepsdrücken (Kabelzug)",1,15.0,10,0,0,"",,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Trizepsdrücken (Kabelzug)",2,15.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Trizepsdrücken (Kabelzug)",3,15.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Chest Dip",1,0.0,10,0,0,"",,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Chest Dip",2,0.0,10,0,0,,,
2019-02-01 15:24:39,"Nachmittags-Workout",1h,"Chest Dip",3,7.5,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Chin Up",1,0.0,10,0,0,"","",
2019-02-03 14:23:52,"Rücken",1h 5min,"Pull Up",1,0.0,10,0,0,"",,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",1,18.0,10,0,0,"",,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",2,18.0,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bent Over One Arm Row (Dumbbell)",3,18.0,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",1,40.0,10,0,0,"",,
2019-02-03 14:23:52,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",2,40.0,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Seated Wide-Grip Row (Cable)",3,40.0,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bicep Curl (Machine)",1,17.5,10,0,0,"",,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bicep Curl (Machine)",2,17.5,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bicep Curl (Machine)",3,15.0,10,0,0,,,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"",,
2019-02-03 14:23:52,"Rücken",1h 5min,"Bicep Curl (Dumbbell)",2,10.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Squat (Barbell)",1,60.0,10,0,0,"","",
2019-02-12 18:04:26,"Beine",1h 1min,"Squat (Barbell)",2,60.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Squat (Barbell)",3,60.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Press",1,110.0,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Press",2,100.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Press",3,100.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Extension (Machine)",1,67.5,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Extension (Machine)",2,60.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Leg Extension (Machine)",3,60.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch (Machine)",1,65.0,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch (Machine)",2,65.0,12,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch (Machine)",3,70.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch",1,0.0,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch",2,0.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Crunch",3,0.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Side Bend (Dumbbell)",1,12.0,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Side Bend (Dumbbell)",2,12.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Side Bend (Dumbbell)",3,12.0,10,0,0,,,
2019-02-12 18:04:26,"Beine",1h 1min,"Wide Pull Up",1,0.0,10,0,0,"",,
2019-02-12 18:04:26,"Beine",1h 1min,"Wide Pull Up",2,0.0,8,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Bench Press (Barbell)",1,20.0,10,0,0,"","",
2019-02-13 18:59:24,"Brust",1h 10min,"Bench Press (Barbell)",2,45.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Bench Press (Barbell)",3,45.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Bench Press (Barbell)",4,45.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Incline Bench Press (Dumbbell)",1,16.0,10,0,0,"",,
2019-02-13 18:59:24,"Brust",1h 10min,"Incline Bench Press (Dumbbell)",2,16.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Incline Bench Press (Dumbbell)",3,16.0,8,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Chest Dip",1,0.0,10,0,0,"",,
2019-02-13 18:59:24,"Brust",1h 10min,"Chest Dip",2,0.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Chest Dip",3,0.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Trizepsdrücken (Kabelzug)",1,15.0,10,0,0,"",,
2019-02-13 18:59:24,"Brust",1h 10min,"Trizepsdrücken (Kabelzug)",2,15.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Trizepsdrücken (Kabelzug)",3,15.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Arnold Press (Dumbbell)",1,8.0,10,0,0,"",,
2019-02-13 18:59:24,"Brust",1h 10min,"Arnold Press (Dumbbell)",2,8.0,8,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Arnold Press (Dumbbell)",3,7.0,8,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Lateral Raise (Dumbbell)",1,6.0,10,0,0,"",,
2019-02-13 18:59:24,"Brust",1h 10min,"Lateral Raise (Dumbbell)",2,5.0,10,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Lateral Raise (Dumbbell)",3,4.0,12,0,0,,,
2019-02-13 18:59:24,"Brust",1h 10min,"Pull Up",1,0.0,12,0,0,"",,
2019-02-15 13:46:39,"Rücken",1h 10min,"Pull Up (Assisted)",1,0.0,10,0,0,"","",
2019-02-15 13:46:39,"Rücken",1h 10min,"Pull Up (Assisted)",2,5.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Pull Up (Assisted)",3,7.5,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bent Over One Arm Row (Dumbbell)",1,18.0,10,0,0,"",,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bent Over One Arm Row (Dumbbell)",2,18.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bent Over One Arm Row (Dumbbell)",3,16.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Seated Wide-Grip Row (Cable)",1,50.0,10,0,0,"",,
2019-02-15 13:46:39,"Rücken",1h 10min,"Seated Wide-Grip Row (Cable)",2,45.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Seated Wide-Grip Row (Cable)",3,45.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Machine)",1,20.0,10,0,0,"",,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Machine)",2,17.5,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Machine)",3,15.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"",,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Dumbbell)",2,9.0,10,0,0,,,
2019-02-15 13:46:39,"Rücken",1h 10min,"Bicep Curl (Dumbbell)",3,10.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Incline Bench Press (Dumbbell)",1,16.0,10,0,0,"","",
2019-02-18 19:47:55,"Brust",59min,"Incline Bench Press (Dumbbell)",2,16.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Incline Bench Press (Dumbbell)",3,16.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Wide Pull Up",1,0.0,8,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Bench Press (Barbell)",1,45.0,10,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Bench Press (Barbell)",2,50.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Bench Press (Barbell)",3,50.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Chest Dip",1,0.0,10,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Chest Dip",2,0.0,8,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Chest Dip",3,5.0,8,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Trizepsdrücken (Kabelzug)",1,20.0,10,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Trizepsdrücken (Kabelzug)",2,15.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Trizepsdrücken (Kabelzug)",3,15.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Arnold Press (Dumbbell)",1,7.0,10,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Arnold Press (Dumbbell)",2,7.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Arnold Press (Dumbbell)",3,7.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Lateral Raise (Dumbbell)",1,5.0,10,0,0,"",,
2019-02-18 19:47:55,"Brust",59min,"Lateral Raise (Dumbbell)",2,5.0,10,0,0,,,
2019-02-18 19:47:55,"Brust",59min,"Lateral Raise (Dumbbell)",3,5.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Pull Up (Assisted)",1,0.0,8,0,0,"","",
2019-02-22 18:31:07,"Rücken",58min,"Lat Pulldown - Wide Grip (Cable)",1,50.0,10,0,0,"",,
2019-02-22 18:31:07,"Rücken",58min,"Lat Pulldown - Wide Grip (Cable)",2,50.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Lat Pulldown - Wide Grip (Cable)",3,45.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bent Over One Arm Row (Dumbbell)",1,18.0,10,0,0,"",,
2019-02-22 18:31:07,"Rücken",58min,"Bent Over One Arm Row (Dumbbell)",2,18.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bent Over One Arm Row (Dumbbell)",3,18.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"",,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Dumbbell)",2,10.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Dumbbell)",3,10.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Seated Wide-Grip Row (Cable)",1,45.0,10,0,0,"",,
2019-02-22 18:31:07,"Rücken",58min,"Seated Wide-Grip Row (Cable)",2,45.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Seated Wide-Grip Row (Cable)",3,45.0,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Machine)",1,17.5,10,0,0,"",,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Machine)",2,17.5,10,0,0,,,
2019-02-22 18:31:07,"Rücken",58min,"Bicep Curl (Machine)",3,17.5,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Bench Press (Barbell)",1,30.0,10,0,0,"","",
2019-02-25 18:20:32,"Brust",58min,"Bench Press (Barbell)",2,50.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Bench Press (Barbell)",3,50.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Bench Press (Barbell)",4,50.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Incline Bench Press (Dumbbell)",1,18.0,8,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Incline Bench Press (Dumbbell)",2,16.0,7,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Incline Bench Press (Dumbbell)",3,14.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Chest Dip",1,0.0,10,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Chest Dip",2,0.0,8,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Chest Dip",3,7.5,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Trizepsdrücken (Kabelzug)",1,15.0,10,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Trizepsdrücken (Kabelzug)",2,15.0,11,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Trizepsdrücken (Kabelzug)",3,15.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Arnold Press (Dumbbell)",1,7.0,10,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Arnold Press (Dumbbell)",2,7.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Arnold Press (Dumbbell)",3,7.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Lateral Raise (Dumbbell)",1,5.0,10,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Lateral Raise (Dumbbell)",2,5.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Lateral Raise (Dumbbell)",3,5.0,10,0,0,,,
2019-02-25 18:20:32,"Brust",58min,"Pull Up",1,0.0,12,0,0,"",,
2019-02-25 18:20:32,"Brust",58min,"Wide Pull Up",1,0.0,5,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Pull Up",1,0.0,13,0,0,"","",
2019-02-27 19:50:07,"Beine",53min,"Squat (Barbell)",1,30.0,10,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Squat (Barbell)",2,50.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Squat (Barbell)",3,50.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Squat (Barbell)",4,50.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Leg Press",1,110.0,10,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Leg Press",2,110.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Leg Press",3,110.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Leg Extension (Machine)",1,67.5,10,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Leg Extension (Machine)",2,67.5,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Leg Extension (Machine)",3,67.5,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Standing Calf Raise (Machine)",1,120.0,10,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Standing Calf Raise (Machine)",2,140.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Standing Calf Raise (Machine)",3,150.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"AbCoaster",1,0,20,0,0,"3. Satz mit 5kg Zusatzgewicht.",,
2019-02-27 19:50:07,"Beine",53min,"AbCoaster",2,0,20,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"AbCoaster",3,0,20,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Side Bend (Dumbbell)",1,12.0,10,0,0,"",,
2019-02-27 19:50:07,"Beine",53min,"Side Bend (Dumbbell)",2,12.0,10,0,0,,,
2019-02-27 19:50:07,"Beine",53min,"Side Bend (Dumbbell)",3,12.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Pull Up (Assisted)",1,0.0,10,0,0,"","",
2019-03-06 16:00:38,"Rücken",1h 2min,"Pull Up (Assisted)",2,0.0,8,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Pull Up (Assisted)",3,0.0,5,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bent Over One Arm Row (Dumbbell)",1,20.0,10,0,0,"",,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bent Over One Arm Row (Dumbbell)",2,18.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bent Over One Arm Row (Dumbbell)",3,18.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Seated Wide-Grip Row (Cable)",1,50.0,10,0,0,"",,
2019-03-06 16:00:38,"Rücken",1h 2min,"Seated Wide-Grip Row (Cable)",2,50.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Seated Wide-Grip Row (Cable)",3,50.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bicep Curl (Dumbbell)",1,12.0,6,0,0,"",,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bicep Curl (Dumbbell)",2,10.0,4,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bicep Curl (Dumbbell)",3,10.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bicep Curl (Dumbbell)",4,10.0,10,0,0,,,
2019-03-06 16:00:38,"Rücken",1h 2min,"Bicep Curl (Machine)",1,20.0,9,0,0,"",,
